Rank,Exam_Score,Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Tutoring_Sessions,Teacher_Quality
2250,68,22,86,Yes,7,3,High
2250,68,26,91,Yes,8,0,Medium
2250,68,13,88,Yes,9,2,High
2250,68,28,66,Yes,8,0,Medium
2250,68,21,77,Yes,7,4,Medium
2250,68,23,98,Yes,7,0,Medium
2250,68,11,91,No,6,3,Medium
2250,68,22,81,Yes,7,2,Medium
2250,68,25,67,No,9,2,High
2250,68,24,73,Yes,8,4,Medium
2250,68,17,94,Yes,8,4,Medium
2250,68,18,91,Yes,5,1,Medium
2250,68,25,87,No,9,1,High
2250,68,12,96,Yes,8,2,High
2250,68,16,92,Yes,5,1,Medium
2250,68,22,76,Yes,8,1,High
2250,68,16,81,Yes,8,3,Medium
2250,68,22,79,No,9,1,Medium
2250,68,26,76,Yes,5,1,Medium
2250,68,23,81,No,4,2,Medium
2250,68,15,87,Yes,10,2,High
2250,68,20,95,Yes,7,2,High
2250,68,20,98,No,7,1,High
2250,68,25,76,Yes,4,2,Medium
2250,68,17,92,Yes,8,2,High
2250,68,33,71,No,5,1,Medium
2250,68,21,98,No,4,2,Low
2250,68,33,62,Yes,10,0,Medium
2250,68,22,81,Yes,8,4,Medium
2250,68,16,83,Yes,7,4,Medium
2250,68,24,90,No,7,0,Medium
2250,68,22,63,Yes,7,4,High
2250,68,24,72,No,6,0,High
2250,68,13,94,Yes,7,3,Medium
2250,68,19,89,Yes,7,2,Medium
2250,68,20,81,Yes,4,1,Medium
2250,68,23,84,Yes,6,2,Low
2250,68,21,69,Yes,7,2,Medium
2250,68,33,67,Yes,6,0,High
2250,68,17,76,No,7,1,High
2250,68,15,98,Yes,8,1,Medium
2250,68,31,69,Yes,7,1,Medium
2250,68,27,83,No,5,0,Low
2250,68,16,94,No,9,1,Medium
2250,68,32,68,No,8,1,Medium
2250,68,30,86,Yes,8,2,Medium
2250,68,12,98,Yes,8,0,Low
2250,68,22,80,Yes,7,2,Medium
2250,68,20,83,No,7,4,Medium
2250,68,15,89,Yes,6,1,High
2250,68,19,97,No,8,1,Medium
2250,68,15,97,Yes,9,1,High
2250,68,30,75,No,7,0,Medium
2250,68,26,71,No,6,3,Medium
2250,68,15,98,Yes,8,2,Medium
2250,68,19,91,Yes,8,2,Medium
2250,68,23,86,Yes,8,1,Medium
2250,68,20,93,Yes,7,0,Medium
2250,68,22,78,Yes,5,0,High
2250,68,17,99,No,6,0,Medium
2250,68,5,84,Yes,8,4,High
2250,68,19,96,Yes,5,2,Low
2250,68,17,83,No,7,3,Medium
2250,68,30,81,No,8,0,Medium
2250,68,22,78,Yes,5,2,Medium
2250,68,17,86,Yes,7,3,Medium
2250,68,23,85,Yes,6,1,Medium
2250,68,26,60,Yes,7,3,Medium
2250,68,13,99,Yes,6,1,Medium
2250,68,24,83,No,6,1,High
2250,68,31,63,No,9,0,Medium
2250,68,12,100,Yes,4,2,Medium
2250,68,20,94,No,7,0,Medium
2250,68,27,73,No,7,1,Medium
2250,68,20,76,Yes,6,1,Medium
2250,68,19,79,Yes,7,1,Medium
2250,68,15,94,No,8,1,Medium
2250,68,14,79,Yes,6,5,High
2250,68,10,96,No,4,1,Medium
2250,68,16,82,Yes,6,3,
2250,68,23,74,No,6,2,Low
2250,68,24,82,Yes,7,0,High
2250,68,21,80,Yes,8,0,Medium
2250,68,26,75,No,5,0,Low
2250,68,23,92,No,8,0,Low
2250,68,21,76,Yes,8,0,Medium
2250,68,17,92,No,8,0,Low
2250,68,28,87,Yes,7,2,High
2250,68,15,83,Yes,10,1,High
2250,68,22,80,Yes,8,2,Medium
2250,68,20,92,No,5,0,Medium
2250,68,29,73,No,7,2,High
2250,68,17,94,No,10,2,Medium
2250,68,21,89,Yes,9,1,Medium
2250,68,16,80,No,6,1,High
2250,68,17,88,Yes,10,2,Medium
2250,68,17,97,No,7,0,Medium
2250,68,24,72,Yes,8,3,Medium
2250,68,31,72,No,8,0,Medium
2250,68,16,85,No,7,1,High
2250,68,20,92,Yes,5,2,Medium
2250,68,26,89,Yes,10,0,High
2250,68,19,84,Yes,7,1,Medium
2250,68,21,93,Yes,6,1,Medium
2250,68,33,64,No,8,1,High
2250,68,21,80,No,5,2,Low
2250,68,21,89,No,4,1,Medium
2250,68,17,92,Yes,8,1,Low
2250,68,29,86,Yes,7,0,Medium
2250,68,12,88,Yes,7,3,High
2250,68,24,78,Yes,9,0,High
2250,68,19,89,No,8,2,High
2250,68,31,75,No,7,2,High
2250,68,21,78,No,8,1,Low
2250,68,24,68,Yes,4,2,High
2250,68,25,83,No,7,0,Medium
2250,68,30,67,Yes,6,0,Medium
2250,68,20,90,No,8,0,Medium
2250,68,33,64,Yes,10,2,High
2250,68,22,83,Yes,8,4,Medium
2250,68,11,94,Yes,8,0,Medium
2250,68,21,77,Yes,6,2,Medium
2250,68,29,60,Yes,8,0,Medium
2250,68,23,73,Yes,9,0,High
2250,68,25,78,No,7,1,Medium
2250,68,27,66,Yes,6,1,
2250,68,20,85,No,8,1,Medium
2250,68,27,86,Yes,7,1,Medium
2250,68,25,82,No,8,1,High
2250,68,27,81,No,8,0,Medium
2250,68,21,94,Yes,7,2,Medium
2250,68,15,84,Yes,6,2,Medium
2250,68,20,81,Yes,8,0,Medium
2250,68,26,73,Yes,9,4,Medium
2250,68,23,62,No,10,2,
2250,68,16,80,Yes,9,0,Medium
2250,68,16,91,Yes,6,1,Medium
2250,68,18,86,Yes,6,2,High
2250,68,22,70,Yes,5,1,High
2250,68,20,88,No,7,0,High
2250,68,14,87,Yes,7,2,High
2250,68,21,78,No,4,1,High
2250,68,25,80,Yes,9,2,High
2250,68,23,81,No,7,0,Medium
2250,68,27,82,Yes,9,1,High
2250,68,24,70,No,8,4,High
2250,68,27,72,Yes,7,2,High
2250,68,34,62,No,8,3,Medium
2250,68,21,78,Yes,4,2,Medium
2250,68,24,76,No,7,3,Medium
2250,68,35,61,Yes,7,2,Medium
2250,68,27,81,Yes,9,1,High
2250,68,20,74,Yes,7,5,Medium
2250,68,24,89,Yes,6,2,Medium
2250,68,23,79,Yes,8,1,High
2250,68,19,86,No,6,1,High
2250,68,17,92,Yes,9,0,Low
2250,68,20,74,No,7,2,High
2250,68,19,71,Yes,10,2,High
2250,68,22,79,Yes,6,1,Medium
2250,68,20,76,Yes,5,4,High
2250,68,11,97,Yes,8,4,High
2250,68,20,90,No,7,0,Low
2250,68,22,92,Yes,7,1,Medium
2250,68,24,76,No,9,1,Low
2250,68,24,80,Yes,6,1,High
2250,68,16,81,Yes,6,2,High
2250,68,23,68,Yes,7,3,
2250,68,15,96,No,7,2,Low
2250,68,26,64,No,8,1,Medium
2250,68,19,89,Yes,7,2,Medium
2250,68,24,89,Yes,6,1,Medium
2250,68,19,75,Yes,8,2,Medium
2250,68,19,76,No,4,2,
2250,68,31,61,No,7,2,Medium
2250,68,27,73,No,8,3,Medium
2250,68,30,69,Yes,7,0,Low
2250,68,19,98,Yes,6,2,Medium
2250,68,22,70,Yes,8,0,Medium
2250,68,24,67,Yes,7,0,Medium
2250,68,27,64,Yes,9,1,High
2250,68,21,85,No,10,2,Medium
2250,68,6,95,Yes,7,4,Medium
2250,68,16,79,Yes,6,2,High
2250,68,19,79,No,8,1,High
2250,68,18,89,Yes,4,1,Medium
2250,68,26,72,No,9,0,High
2250,68,17,91,Yes,7,3,Medium
2250,68,25,81,Yes,8,3,Medium
2250,68,15,85,Yes,7,1,High
2250,68,13,99,No,6,1,Medium
2250,68,24,84,Yes,7,2,Medium
2250,68,14,89,Yes,6,0,Medium
2250,68,22,70,Yes,7,3,Medium
2250,68,24,73,Yes,7,0,Medium
2250,68,23,71,Yes,8,3,High
2250,68,24,80,Yes,9,3,Low
2250,68,19,100,No,6,0,Medium
2250,68,26,82,No,7,3,Medium
2250,68,16,97,Yes,8,0,Medium
2250,68,20,71,No,6,2,High
2250,68,24,75,No,9,0,High
2250,68,21,86,No,5,1,Medium
2250,68,26,67,Yes,5,0,Medium
2250,68,20,72,Yes,7,2,Medium
2250,68,11,96,No,5,2,Medium
2250,68,25,69,Yes,5,2,High
2250,68,19,99,No,8,0,Medium
2250,68,16,83,Yes,7,3,Medium
2250,68,28,73,Yes,7,2,High
2250,68,21,89,Yes,9,0,Low
2250,68,19,81,No,7,1,Medium
2250,68,26,73,Yes,7,3,High
2250,68,16,99,Yes,7,0,Medium
2250,68,28,66,No,5,1,Medium
2250,68,18,87,Yes,10,2,Medium
2250,68,18,77,Yes,6,0,High
2250,68,23,85,Yes,8,2,Medium
2250,68,27,73,No,7,2,Medium
2250,68,23,70,Yes,7,1,Medium
2250,68,17,98,Yes,6,1,Medium
2250,68,18,91,No,6,2,Medium
2250,68,28,83,No,9,0,Medium
2250,68,16,88,Yes,7,0,Medium
2250,68,21,80,Yes,7,1,Low
2250,68,20,83,Yes,9,0,Medium
2250,68,27,85,No,6,1,Medium
2250,68,12,96,Yes,9,2,High
2250,68,24,67,No,8,2,Low
2250,68,27,70,No,6,2,Medium
2250,68,16,95,No,6,2,High
2250,68,19,82,No,7,1,Medium
2250,68,18,71,Yes,9,1,High
2250,68,23,73,No,6,1,Medium
2250,68,17,94,No,8,1,Low
2250,68,25,88,Yes,8,2,Medium
2250,68,27,74,Yes,6,2,High
2250,68,17,81,No,8,1,Medium
2250,68,11,92,Yes,6,2,Low
2250,68,20,94,Yes,10,1,High
2250,68,14,97,Yes,5,3,Medium
2250,68,20,90,No,7,4,High
2250,68,18,78,Yes,9,1,High
2250,68,20,87,No,8,2,Medium
2250,68,24,77,No,8,1,High
2250,68,12,96,Yes,7,2,Medium
2250,68,23,83,Yes,7,3,High
2250,68,12,94,Yes,10,1,High
2250,68,21,69,Yes,9,2,High
2250,68,18,94,Yes,7,4,High
2250,68,23,63,Yes,8,2,Medium
2250,68,14,94,No,6,3,Medium
2250,68,28,80,Yes,8,1,Medium
2250,68,16,95,Yes,5,0,Medium
2250,68,24,81,Yes,6,1,High
2250,68,22,82,Yes,9,0,Medium
2250,68,10,96,Yes,7,1,Low
2250,68,27,68,Yes,5,1,Medium
2250,68,22,68,No,4,2,Medium
2250,68,16,82,Yes,10,2,Medium
2250,68,23,82,No,9,0,Medium
2250,68,25,88,No,5,1,Low
2250,68,23,76,Yes,7,3,Low
2250,68,23,75,Yes,8,0,High
2250,68,23,90,Yes,5,0,High
2250,68,24,69,Yes,7,3,Medium
2250,68,12,84,Yes,7,1,Medium
2250,68,29,86,Yes,7,1,Medium
2250,68,20,69,Yes,7,3,High
2250,68,16,88,No,7,2,Medium
2250,68,20,74,No,7,3,
2250,68,25,74,Yes,8,0,Medium
2250,68,11,88,Yes,7,2,Medium
2250,68,20,88,Yes,5,2,Medium
2250,68,21,88,Yes,6,1,Medium
2250,68,19,61,Yes,8,4,Medium
2250,68,30,69,No,8,2,Low
2250,68,16,79,Yes,6,0,Medium
2250,68,15,94,Yes,8,1,High
2250,68,20,95,Yes,7,0,High
2250,68,24,65,No,10,2,Medium
2250,68,20,80,No,10,1,Medium
2250,68,23,85,No,7,0,High
2250,68,13,92,Yes,7,4,Medium
2250,68,19,84,No,9,1,Medium
2250,68,12,81,Yes,9,2,High
2250,68,18,78,No,8,4,Medium
2250,68,27,69,Yes,10,1,High
2250,68,19,94,No,4,4,High
2250,68,26,77,Yes,5,1,Medium
2250,68,20,95,No,4,3,Medium
2250,68,18,91,No,7,1,Medium
2250,68,19,94,No,5,1,Medium
2250,68,20,73,Yes,5,2,High
2250,68,29,66,No,6,0,Medium
2250,68,19,89,Yes,6,0,High
2250,68,13,79,No,5,3,Medium
2250,68,19,74,No,8,1,Medium
2250,68,16,86,Yes,7,1,Medium
2250,68,29,74,Yes,7,3,Medium
2250,68,24,81,No,7,0,Medium
2250,68,21,98,Yes,6,1,Medium
2250,68,22,88,Yes,9,1,Medium
2250,68,22,79,Yes,6,1,High
2250,68,16,89,No,8,2,High
2250,68,13,92,No,6,2,Medium
2250,68,15,98,No,6,1,High
2250,68,18,84,Yes,6,4,High
2250,68,15,83,No,4,3,High
2250,68,25,89,No,7,1,Medium
2250,68,25,75,Yes,6,3,Medium
2250,68,21,80,Yes,6,1,High
2250,68,18,81,Yes,4,1,Medium
2250,68,26,73,No,7,0,High
2250,68,25,81,Yes,9,2,Medium
2250,68,16,90,No,5,1,Medium
2250,68,30,68,No,7,3,Medium
2250,68,32,61,Yes,7,0,Medium
2250,68,22,91,Yes,8,1,High
2250,68,13,94,Yes,6,2,Medium
2250,68,25,75,Yes,8,1,Medium
2250,68,20,79,No,7,3,Medium
2250,68,20,87,Yes,6,0,Medium
2250,68,18,90,No,8,0,Medium
2250,68,23,91,Yes,8,0,Medium
2250,68,20,93,Yes,8,1,Low
2250,68,27,77,Yes,7,1,Medium
2250,68,15,95,No,7,0,Medium
2250,68,16,79,Yes,7,2,High
2250,68,13,96,No,8,1,Low
2250,68,19,71,Yes,9,1,Medium
2250,68,21,70,Yes,5,1,Medium
2250,68,22,88,Yes,9,3,Medium
2250,68,20,84,No,7,5,High
2250,68,17,82,Yes,7,1,Medium
2250,68,22,89,Yes,9,0,Medium
2250,68,17,87,Yes,7,3,Medium
2250,68,21,88,No,7,1,Medium
2250,68,19,79,Yes,7,2,High
2250,68,19,84,Yes,7,0,Low
2250,68,21,78,No,10,3,Medium
2250,68,29,74,No,6,2,High
2250,68,27,92,Yes,9,2,Medium
2250,68,13,93,No,6,2,Medium
2250,68,16,94,No,8,3,High
2250,68,20,81,No,8,1,Medium
2250,68,14,81,Yes,5,2,High
2250,68,20,93,Yes,6,1,High
2250,68,21,85,No,8,3,High
2250,68,16,99,No,5,0,Medium
2250,68,15,93,Yes,7,3,Medium
2250,68,18,85,No,7,2,Medium
2250,68,31,77,Yes,5,1,Medium
2250,68,20,72,Yes,8,4,High
2250,68,19,82,No,9,2,Medium
2250,68,26,74,No,6,2,High
2250,68,24,76,Yes,7,2,Medium
2250,68,25,72,No,6,3,High
2250,68,23,76,Yes,7,2,Medium
2250,68,22,82,Yes,7,0,Medium
2250,68,28,66,Yes,9,2,Medium
2250,68,23,82,No,7,1,High
2250,68,23,76,No,7,0,Medium
2250,68,19,84,No,8,2,Medium
2250,68,18,79,No,8,3,Medium
2250,68,14,78,Yes,5,1,Medium
2250,68,13,80,No,9,1,High
2250,68,23,89,No,5,0,Medium
2250,68,17,92,Yes,8,1,Medium
2250,68,14,77,Yes,8,3,Medium
2250,68,26,64,Yes,7,2,High
2250,68,26,71,No,8,1,Medium
2250,68,28,72,Yes,8,1,Medium
2250,68,14,91,No,5,0,High
2250,68,25,75,Yes,7,3,High
2250,68,23,85,Yes,6,1,High
2250,68,21,75,No,7,1,Medium
2250,68,24,72,No,7,3,Medium
2250,68,28,74,No,9,0,Medium
2250,68,19,85,Yes,7,2,Medium
2250,68,16,81,Yes,5,2,Medium
2250,68,30,62,Yes,6,2,High
2250,68,21,91,Yes,6,0,Medium
2250,68,23,79,Yes,6,3,High
2250,68,22,85,No,6,0,Medium
2250,68,14,100,No,7,1,Medium
2250,68,11,95,Yes,9,4,Medium
2250,68,24,88,Yes,5,1,Medium
2250,68,27,79,Yes,5,2,Medium
2250,68,18,85,Yes,10,1,Medium
2250,68,23,70,No,7,3,High
2250,68,33,60,No,8,4,Low
2250,68,20,89,Yes,8,1,Medium
2250,68,12,95,No,7,4,High
2250,68,18,86,Yes,6,2,High
2250,68,23,79,Yes,7,1,Medium
2250,68,32,76,No,7,0,Low
2250,68,32,75,Yes,6,3,Medium
2250,68,28,69,No,7,2,Medium
2250,68,27,72,Yes,8,3,Low
2250,68,25,72,Yes,8,3,Low
2250,68,32,63,No,8,2,Low
2250,68,17,92,No,7,1,Medium
2250,68,20,92,No,7,2,High
2250,68,14,98,No,7,0,High
2250,68,28,85,Yes,6,1,Medium
2250,68,14,93,Yes,9,4,Medium
2250,68,27,87,No,6,0,High
2250,68,15,99,Yes,7,4,Medium
2250,68,15,91,No,8,4,Medium
2250,68,23,79,Yes,7,2,Medium
2250,68,28,77,Yes,7,3,Medium
2250,68,31,69,Yes,6,4,Medium
2250,68,28,76,Yes,6,0,High
2250,68,29,77,Yes,8,1,Medium
2250,68,19,82,No,8,2,Medium
2250,68,13,85,Yes,9,3,High
2250,68,28,76,No,9,0,High
2250,68,15,95,No,8,2,High
2250,68,26,72,Yes,8,1,Medium
2250,68,18,73,Yes,7,1,Medium
2250,68,24,81,Yes,8,1,Medium
2250,68,31,68,No,7,1,Medium
2250,68,19,94,Yes,8,1,Medium
2250,68,17,80,No,9,4,Medium
2250,68,14,90,Yes,5,0,Medium
2250,68,20,82,Yes,5,3,Medium
2250,68,15,95,Yes,7,0,High
2250,68,25,82,Yes,9,1,Medium
2250,68,23,94,Yes,9,0,Medium
2250,68,21,92,No,9,1,Low
2250,68,22,86,No,9,1,Medium
2250,68,13,83,No,7,1,Medium
2250,68,20,73,No,6,3,High
2250,68,24,76,Yes,6,2,Medium
2250,68,15,95,Yes,7,0,Medium
2250,68,22,82,Yes,9,2,Medium
2250,68,22,83,Yes,8,3,Low
2250,68,15,94,No,7,0,High
2250,68,18,87,Yes,6,1,Medium
2250,68,7,91,No,7,3,Medium
2250,68,21,84,Yes,6,2,High
2250,68,32,61,Yes,7,0,Medium
2250,68,22,77,Yes,8,3,High
2250,68,24,76,No,7,4,Medium
2250,68,26,75,Yes,7,2,Medium
2250,68,17,85,Yes,8,2,High
2250,68,23,85,Yes,8,0,Low
2250,68,19,74,No,7,1,Medium
2250,68,18,95,No,6,0,Medium
2250,68,13,100,Yes,8,1,Medium
2250,68,15,84,Yes,6,3,Medium
2250,68,21,84,No,6,2,Medium
2250,68,23,78,No,8,1,Medium
2250,68,20,92,No,7,1,Medium
2250,68,18,74,No,8,1,High
2250,68,22,80,Yes,9,2,Medium
2250,68,27,78,No,10,3,Medium
2250,68,11,79,Yes,5,1,Low
2250,68,14,91,Yes,7,2,High
2250,68,14,82,Yes,6,3,Medium
2250,68,27,91,No,8,0,Low
2250,68,17,96,No,7,2,Medium
2250,68,17,87,Yes,6,1,High
2250,68,19,81,Yes,9,2,Medium
2250,68,13,91,Yes,8,1,Medium
2250,68,15,88,Yes,8,2,High
2250,68,19,84,Yes,9,2,Low
2250,68,24,80,No,5,3,Low
2250,68,14,79,Yes,10,2,Medium
2250,68,11,96,No,7,2,Medium
2250,68,22,85,Yes,4,1,Low
2250,68,16,95,No,9,0,Low
2250,68,23,68,No,5,5,Medium
2250,68,27,63,Yes,4,0,Medium
2250,68,22,68,No,8,1,Medium
2250,68,22,85,Yes,4,1,Low
2250,68,8,90,No,7,2,Medium
2250,68,22,70,No,7,3,High
2250,68,17,81,Yes,4,2,High
2250,68,20,90,Yes,8,1,Low
2250,68,25,75,Yes,8,2,High
2250,68,15,87,No,10,1,High
2250,68,23,78,Yes,5,1,Medium
2250,68,24,79,No,6,2,High
2250,68,26,88,No,6,0,Medium
2250,68,24,95,No,5,0,Medium
2250,68,19,87,Yes,6,3,Medium
2250,68,14,95,Yes,6,2,Low
2250,68,26,66,No,8,2,Medium
2250,68,26,86,No,7,0,High
2250,68,16,86,Yes,5,0,Medium
2250,68,25,81,No,4,2,Medium
2250,68,18,87,No,5,2,Medium
2250,68,23,88,Yes,6,2,Medium
2250,68,25,79,Yes,7,1,Medium
2250,68,23,78,No,7,0,Medium
2250,68,31,63,No,5,1,Low
2250,68,20,85,No,6,1,High
2250,68,23,68,Yes,6,0,Medium
2250,68,23,76,Yes,7,2,Medium
2250,68,26,76,Yes,6,1,Medium
2250,68,21,87,Yes,6,0,High
2250,68,13,100,Yes,8,0,High
2250,68,19,88,Yes,9,1,High
2250,68,21,90,No,7,2,Medium
2250,68,14,86,No,6,3,High
2250,68,17,84,Yes,7,2,Medium
2250,68,24,93,Yes,7,0,Medium
2250,68,19,97,Yes,8,0,Medium
2250,68,14,97,Yes,5,0,Medium
2250,68,17,90,No,7,5,High
2250,68,19,80,Yes,7,2,High
2250,68,24,67,Yes,9,2,Medium
2250,68,16,86,Yes,7,1,Low
2250,68,20,95,Yes,7,2,Medium
2250,68,21,73,No,5,0,Medium
2250,68,21,84,No,7,0,Medium
2250,68,16,79,Yes,7,3,Medium
2250,68,18,77,No,10,2,Medium
2250,68,21,90,No,7,2,Medium
2250,68,15,92,No,8,1,Medium
2250,68,19,93,Yes,7,1,Medium
2250,68,25,77,No,10,1,Medium
2250,68,15,98,Yes,7,2,Low
2250,68,8,72,Yes,9,4,Medium
2250,68,17,94,Yes,7,1,High
2250,68,22,71,Yes,7,1,Medium
2250,68,23,76,No,7,0,High
2250,68,23,91,Yes,8,3,Medium
2250,68,25,67,Yes,10,0,Medium
2250,68,15,75,Yes,4,3,High
2250,68,17,87,No,4,2,Low
2250,68,22,90,Yes,6,0,Medium
2250,68,15,84,Yes,7,1,High
2250,68,22,93,No,6,0,Medium
2250,68,17,82,Yes,7,3,Medium
2250,68,27,80,No,6,1,Medium
2250,68,23,77,No,6,3,Low
2250,68,24,77,Yes,10,2,Medium
2250,68,19,85,No,8,4,Medium
2250,68,22,86,Yes,5,0,Medium
2250,68,18,72,Yes,6,4,Medium
2250,68,14,81,Yes,5,2,High
2250,68,25,77,Yes,7,0,Medium
2250,68,13,96,No,5,2,Low
2250,68,23,79,Yes,6,2,High
2250,68,18,88,No,8,2,High
2250,68,20,99,Yes,9,1,Medium
2250,68,15,90,Yes,8,2,Medium
2250,68,23,99,Yes,6,1,Medium
2250,68,22,98,No,10,1,Low
2250,68,20,78,Yes,8,2,Medium
2250,68,30,61,Yes,8,2,High
2250,68,20,71,Yes,6,5,Medium
2250,68,14,99,No,7,0,Medium
2250,68,22,87,Yes,6,0,Medium
2250,68,16,82,Yes,8,4,High
2250,68,14,86,Yes,6,1,Medium
2250,68,28,67,No,8,1,Low
2250,68,34,75,Yes,5,0,Medium
2250,68,26,69,Yes,5,4,High
2250,68,20,83,Yes,5,1,Medium
2250,68,23,82,Yes,6,0,Medium
2250,68,20,83,Yes,6,0,Medium
2250,68,24,82,No,8,0,Medium
2250,68,20,76,Yes,7,2,Medium
2250,68,22,77,No,7,2,Medium
2250,68,37,69,Yes,9,1,Medium
2250,68,24,90,Yes,7,1,Medium
2250,68,19,79,Yes,8,4,High
2250,68,16,83,Yes,9,5,High
2250,68,15,94,Yes,8,2,Medium
2250,68,19,87,No,4,0,Low
2250,68,13,99,Yes,10,0,High
2250,68,35,64,No,6,2,High
2250,68,19,79,Yes,8,3,Medium
2250,68,17,89,Yes,5,2,Medium
2250,68,21,89,No,7,3,Medium
2250,68,26,67,Yes,6,4,High
2250,68,15,82,Yes,6,2,Medium
2250,68,20,98,Yes,7,0,Medium
2250,68,25,81,No,9,1,High
2250,68,28,81,Yes,10,2,Low
2250,68,30,72,No,8,1,High
2250,68,29,83,No,7,2,Low
2250,68,27,78,No,6,1,Medium
2250,68,26,73,No,8,0,High
2250,68,18,76,No,6,1,Medium
2250,68,19,82,Yes,6,2,High
2250,68,23,80,No,7,2,High
2250,68,18,95,Yes,6,0,High
2250,68,12,85,Yes,6,3,Medium
2250,68,22,92,Yes,7,1,Medium
2250,68,13,94,Yes,7,1,Medium
2250,68,25,70,Yes,7,3,Medium
2250,68,18,96,Yes,7,1,Medium
2250,68,26,82,Yes,9,2,Medium
2250,68,23,79,No,9,1,High
2250,68,24,86,Yes,8,0,Medium
2250,68,22,94,No,9,1,High
2250,68,20,90,Yes,4,0,High
2250,68,13,97,Yes,8,3,Medium
2250,68,18,90,No,8,2,High
2250,68,19,93,Yes,6,2,Medium
2250,68,30,64,No,6,3,Medium
2250,68,21,84,Yes,6,1,High
2250,68,34,61,Yes,6,1,Medium
2250,68,25,81,Yes,8,1,Medium
2250,68,14,97,Yes,7,2,Low
3009,67,23,84,No,7,0,Medium
3009,67,29,84,Yes,7,1,Medium
3009,67,15,80,Yes,9,3,Medium
3009,67,20,69,Yes,8,2,High
3009,67,8,99,No,9,2,Medium
3009,67,24,68,No,8,3,High
3009,67,16,86,Yes,8,2,Medium
3009,67,24,77,No,8,0,Medium
3009,67,13,78,Yes,9,2,Medium
3009,67,25,63,Yes,7,3,High
3009,67,12,92,No,4,2,High
3009,67,22,67,Yes,7,3,High
3009,67,20,72,No,9,3,High
3009,67,21,78,Yes,10,1,Low
3009,67,29,61,Yes,7,3,Medium
3009,67,21,86,Yes,5,2,High
3009,67,14,97,Yes,6,2,Medium
3009,67,22,87,Yes,7,0,Medium
3009,67,15,96,No,7,3,High
3009,67,18,78,No,9,2,Low
3009,67,17,71,Yes,8,5,Medium
3009,67,21,79,Yes,7,2,Medium
3009,67,20,81,Yes,6,3,Medium
3009,67,13,87,Yes,4,2,High
3009,67,23,77,Yes,6,1,Medium
3009,67,9,96,Yes,4,0,Medium
3009,67,20,80,No,5,0,Low
3009,67,25,87,Yes,7,0,High
3009,67,18,92,Yes,8,1,Medium
3009,67,12,93,Yes,9,1,Medium
3009,67,26,71,Yes,6,1,Medium
3009,67,11,81,Yes,6,3,High
3009,67,20,77,No,5,2,High
3009,67,21,95,No,10,0,Medium
3009,67,14,82,Yes,8,2,High
3009,67,24,88,Yes,6,0,Low
3009,67,17,86,Yes,4,2,Low
3009,67,21,84,No,6,1,Medium
3009,67,16,84,Yes,7,1,Medium
3009,67,19,83,Yes,7,2,Medium
3009,67,25,73,Yes,7,0,Medium
3009,67,28,71,No,8,1,High
3009,67,15,87,Yes,4,0,Medium
3009,67,21,90,Yes,8,2,High
3009,67,19,84,Yes,8,2,Medium
3009,67,14,80,Yes,5,1,Medium
3009,67,15,80,No,5,4,Medium
3009,67,17,74,Yes,8,4,Low
3009,67,10,80,Yes,6,4,
3009,67,10,96,No,6,0,Medium
3009,67,20,89,Yes,4,1,Medium
3009,67,24,76,No,6,3,High
3009,67,23,79,No,5,1,Medium
3009,67,27,62,Yes,5,4,Medium
3009,67,24,63,Yes,7,4,Medium
3009,67,8,89,Yes,7,4,Medium
3009,67,19,65,Yes,9,1,High
3009,67,17,83,No,9,4,High
3009,67,23,77,Yes,7,1,Low
3009,67,23,88,Yes,7,1,Medium
3009,67,12,99,No,6,1,Medium
3009,67,17,84,Yes,7,1,High
3009,67,14,85,No,6,0,Medium
3009,67,21,82,No,7,4,Medium
3009,67,10,81,Yes,8,2,Medium
3009,67,25,76,No,8,1,High
3009,67,25,60,No,8,1,Medium
3009,67,34,63,Yes,10,1,Medium
3009,67,17,73,No,5,1,Medium
3009,67,18,75,Yes,5,2,High
3009,67,30,70,No,8,1,
3009,67,17,72,Yes,7,2,Medium
3009,67,25,83,Yes,8,2,Medium
3009,67,19,89,No,6,1,Medium
3009,67,17,93,Yes,9,1,Medium
3009,67,27,68,No,9,3,Medium
3009,67,18,76,No,6,1,Medium
3009,67,23,81,Yes,7,0,High
3009,67,26,69,Yes,7,1,High
3009,67,26,63,Yes,9,1,Medium
3009,67,8,97,Yes,8,0,Medium
3009,67,21,83,Yes,8,1,High
3009,67,17,73,Yes,7,2,Medium
3009,67,17,98,No,5,1,Low
3009,67,22,77,Yes,7,2,High
3009,67,12,90,No,6,2,High
3009,67,12,85,Yes,7,1,Medium
3009,67,14,98,No,7,0,Low
3009,67,21,76,No,7,0,High
3009,67,15,76,Yes,9,1,High
3009,67,19,80,No,8,5,Low
3009,67,27,67,Yes,6,2,High
3009,67,20,97,No,9,0,Low
3009,67,16,94,No,7,2,Medium
3009,67,25,69,Yes,7,2,Medium
3009,67,20,83,No,9,0,Medium
3009,67,23,77,Yes,8,1,Medium
3009,67,21,97,Yes,6,0,Medium
3009,67,17,88,No,10,3,High
3009,67,23,78,Yes,10,3,Medium
3009,67,22,70,Yes,8,2,Medium
3009,67,31,62,No,8,0,High
3009,67,17,81,No,6,2,Medium
3009,67,17,87,Yes,6,0,Medium
